UUID,Fully specified name:es,Same as mappings,Data class,Data type,Members
621efc03-b862-462a-be52-ac25978ae1d8,TGO TRANSAMINASA GLUTÁMICO OXALACÉTICA,SES Lab:84450,Test,N/A,
3f73c007-ab01-4650-91e5-f7006b84a856,TGP TRANSAMINASA GLUTÁMICO PIRÚVICA,SES Lab:84460,Test,N/A,
706bc69a-e2aa-4f40-af53-169d067192d8,SATURACIÓN DE TRANSFERRINA,SES Lab:84466,Test,N/A,
d0e088c6-f14e-4f3c-a9a4-638832f91d0f,TRIGLICÉRIDOS,SES Lab:84478,Test,N/A,
6b8dedbf-d271-4e74-bbf2-dc36bae26df0,TRIYODOTIRONINA (T3),SES Lab:84480,Test,N/A,
b119775b-e94a-4c80-b397-c04c8fef58b2,"TRIYODOTIRONINA T3, LIBRE",SES Lab:84481,Test,N/A,
2341ce97-232c-4279-8747-96e1ac5b67d2,TIROSINA (T4),SES Lab:84510,Test,N/A,
1ed652b0-dd34-48c8-9f30-695bc91949c6,TROPONINA,SES Lab:84512,Test,N/A,
e0d70d81-ec68-4d8b-a0ce-9108ee554cef,UREA,SES Lab:84520,Test,N/A,
f10f9510-97a4-4f98-8041-3b0f002e8f14,"NITRÓGENO URÉICO, EN ORINA",SES Lab:84540,Test,N/A,
c8964730-a832-45d3-bec6-a0a711bf9f0b,ACIDO ÚRICO,SES Lab:84550,Test,N/A,
75b88630-3089-4e73-b9d3-0ab71ad12872,"ACIDO ÚRICO, OTRA FUENTE",SES Lab:84560,Test,N/A,
69ad691c-4feb-4a59-978b-c8ea69c40e39,"UROBILINÓGENO EN HECES, CUANTITATIVO",SES Lab:84577,Test,N/A,
e08d2da8-9eea-4fb8-a35e-80020a13f02d,"UROBILINÓGENO EN ORINA, CUALITATIVO",SES Lab:84578,Test,N/A,
ae119d25-a684-45a5-8592-9739b392a904,"VANILILMANDÉLICO, ÁCIDO (VMA), EN ORINA",SES Lab:84585,Test,N/A,
0220e8df-4617-40e4-8ddc-2e38c6c74e35,"XILOSA, PRUEBA DE ABSORCIÓN, EN SANGRE Y/O EN ORINA",SES Lab:84620,Test,N/A,
34aee3ee-6cf0-4251-bee3-cc79e9c48c3a,"GONADOTROPINA CORIÓNICA (HCG), CUANTITATIVA",SES Lab:84702,Test,N/A,
ddc4584a-22e8-48a0-a834-b6dea1c8e19c,GONADOTROFINA CORIÓNICA CUALITATIVA,SES Lab:84703,Test,N/A,
6e157a26-bcb5-42c3-bb01-dded4872213a,DOSAJE DE SUBUNIDAD BETA,SES Lab:84704,Test,N/A,
399dfcab-2946-42a6-92d9-e35161b766f7,"OVULACIÓN, PRUEBAS DE, POR MÉTODOS DE COMPARACIÓN VISUAL DE COLOR, PARA LA HORMONA LUTEINIZANTE HUMANA",SES Lab:84830,Test,N/A,
16ab746b-ee28-4c1b-a54d-15492f858893,"CITOQUÍMICO DE FLUIDOS (EXCEPTO SANGRE, ORINA, HECES)",SES Lab:84999,Test,N/A,
2c1a69aa-1765-4bfe-9d42-c166c2556cf5,TIEMPO DE COAGULACIÓN Y SANGRÍA,SES Lab:85002,Test,N/A,
8d0c2761-3227-4a16-a53c-8480adcf4900,HEMOGRAMA,SES Lab:85007,Test,N/A,
1f455cf7-a5d7-456c-a666-71a5b75c9bfd,HEMATOCRITO,SES Lab:85014,Test,N/A,
9569339b-c619-4d7a-97fd-6b7eb6043c1e,DOSAJE DE HEMOGLOBINA,SES Lab:85018,Test,N/A,
3343456c-4c1d-418c-89e4-a0e63b22047c,HEMOGRAMA COMPLETO,SES Lab:85027,Test,N/A,
347946f4-37c4-4238-af64-1b4f7e75e060,RECUENTO MANUAL DE CONSTANTES CORPUSCULARES POR SEPARADO,SES Lab:85032,Test,N/A,
6c39ef36-1c05-47f1-85b5-ffae70c82750,TEST DE ADDIS,SES Lab:85042,Test,N/A,
dd993668-1190-4dd7-b408-635633cd01dd,RECUENTO DE RETICULOCITOS,SES Lab:85045,Test,N/A,
969aa5df-3aad-4c4d-a7b7-7e047cd09bc9,RECUENTO AUTOMATIZADO DE LEUCOCITOS,SES Lab:85048,Test,N/A,
ab87b71d-e821-49a1-bf15-497d9a36e243,"EOSINÓFILO, RECUENTO DE",SES Lab:85049,Test,N/A,
76213880-045e-4d7d-a5c2-5cf029df6382,EXTENDIDO DE SANGRE PERIFÉRICA,SES Lab:85060,Test,N/A,
93349926-3c2d-454d-93b6-8ecad7fe1346,INTERPRETACIÓN DEL EXTENDIDO DE MÉDULA ÓSEA SOLAMENTE,SES Lab:85097,Test,N/A,
4fb1a19a-3b90-4dd1-b672-90697b195af2,RETRACCIÓN DE COÁGULO,SES Lab:85170,Test,N/A,
ed395e6b-d3cb-4e3b-87c9-4798fc0152e7,MEDICIÓN DEL ANTÍGENO ASOCIADO AL FACTOR VIII,SES Lab:85244,Test,N/A,
e634cfa1-282a-4f1f-b0fd-5c5adccf8780,ANTITROMBINA,SES Lab:85301,Test,N/A,
9a19e15a-3f80-4800-bcb9-b80ea2429099,PROTEÍNA C,SES Lab:85302,Test,N/A,
32074751-ab69-407c-9b6e-9b62da202226,"INHIBIDORES DE LA COAGULACIÓN O ANTICOAGULANTES, PROTEÍNA C, ACTIVIDAD",SES Lab:85303,Test,N/A,
97c26c51-4f14-4893-a5fa-1d0e9c3952ae,PROTEÍNA S,SES Lab:85305,Test,N/A,
2aec9748-5b63-4120-b841-1145d720d0da,MEDICIÓN DE PRODUCTO DE DEGRADACIÓN DE FIBRINÓGENO (PDF) POR AGLUTINACIÓN EN PLACA,SES Lab:85362,Test,N/A,
e5413fb8-b9d1-4e93-9aaf-5082c601d6d9,DÍMERO D,SES Lab:85378,Test,N/A,
77652bda-c338-4b1e-b393-c1c96ad48362,FIBRINÓGENO,SES Lab:85384,Test,N/A,
2fe609f3-1d58-4c9e-b6b5-1e93d945c422,TEST DE KLEIHAUER-BETKE,SES Lab:85460,Test,N/A,
372d6557-6437-449a-9b30-93c86960c6a8,MEDICIÓN DE FOSFATASA ALCALINA LEUCOCITARIA,SES Lab:85540,Test,N/A,
4d2019b8-8841-4ed6-8dc1-d7e0f308f1a4,PRUEBA DE MURAMIDASA,SES Lab:85549,Test,N/A,
5000d81c-7a1a-4251-82e5-392ab81a12be,MEDICIÓN DE FRAGILIDAD OSMÓTICA DE ERITROCITOS SIN INCUBACIÓN,SES Lab:85555,Test,N/A,
f2f162e1-e631-4270-ada1-f9b3fd584e4d,RECUENTO DE PLAQUETAS,SES Lab:85590,Test,N/A,
e07353df-32a9-4a9c-88d7-243d8bf76a52,TIEMPO DE PROTROMBINA,SES Lab:85610,Test,N/A,
6ffe9b06-0b27-42c4-abd8-5d9c03273bea,VELOCIDAD DE SEDIMENTACIÓN GLOBULAR,SES Lab:85651,Test,N/A,
685477e4-a3ab-4cda-98d0-942a0984392f,TIEMPO DE TROMBINA PLASMÁTICA,SES Lab:85670,Test,N/A,
e1598a71-599d-4db5-b0b7-f41a596516ba,ANTICOAGULANTE LÚPICO,SES Lab:85705,Test,N/A,
0b34adfd-c80a-4735-bd38-3c72bf63eab4,TIEMPO PARCIAL DE TROMBOPLASTINA,SES Lab:85730,Test,N/A,
0b1c97ef-6315-498b-8d0d-70fab1a2a63a,CÉLULAS LE,SES Lab:85999,Test,N/A,
94cd7518-cad9-4e30-a5f8-e93d1c6f0b0f,AGLUTINACIONES,SES Lab:86000,Test,N/A,
7c12d41b-9147-452c-bdb7-91261f503efb,BRUCELLA ESTUDIO SEROLÓGICO COMPLETO,SES Lab:86006,Test,N/A,
0b0f96fe-8346-4395-a285-5d2d746f557e,BRUCELLA ESTUDIO CON ROSA DE BENGALA,SES Lab:86007,Test,N/A,
64371b24-5796-4f10-993c-6840ba635813,BRUCELLA: AGLUTINACIONES BLOQUEADORES,SES Lab:86008,Test,N/A,
d46789f1-e01c-46c3-a9b7-e9b5716b904f,BRUCELLA:FENÓMENO DE ZONA,SES Lab:86010,Test,N/A,
add034f0-e5f6-4968-8691-54b867b34b6b,ANTICUERPOS ANTINUCLEARES (ANA),SES Lab:86038,Test,N/A,
93f75c7e-c017-4120-928f-1c58218f9606,ANTIESTREPTOLISINA O ASO,SES Lab:86060,Test,N/A,
8b352ba5-5e11-4d7b-a48b-04f54195465f,PROTEÍNA C REACTIVA,SES Lab:86140,Test,N/A,
0b781740-4375-4463-b761-70c909bc5b16,PROTEÍNA C-REACTIVA DE ALTA SENSIBILIDAD,SES Lab:86141,Test,N/A,
23ee8204-d600-4b47-98f1-2184a84665b7,ANTICUERPO ANTICARDIOLIPINA,SES Lab:86147,Test,N/A,
f87b1a20-3623-48f8-bb69-37ec19dc782e,ANTICUERPOS ANTIFOSFOLÍPIDOS,SES Lab:86148,Test,N/A,
659a4027-7116-4f5a-acbf-0d72125bac7e,"CRIOAGLUTININA, EVALUACIÓN",SES Lab:86156,Test,N/A,
491c6d90-e347-4d3f-88c5-2c4a2e4aad53,"COMPLEMENTO: C3, C4",SES Lab:86160,Test,N/A,
5a81181d-efa5-42b1-8d02-cb719da8f7bf,COMPLEMENTO TOTAL HEMOLÍTICO (CH 50),SES Lab:86162,Test,N/A,
1ee8ad0a-8dd0-469f-8e16-0f28a117c4a9,ANTICUERPO PÉPTIDO CITRULINADO CÍCLICO (CCP),SES Lab:86200,Test,N/A,
ccf931f0-87f7-425c-bbc9-41b9436300fe,DETERMINACIÓN DE ANTICUERPOS ANTI DNA NATIVO O DE DOBLE CADENA,SES Lab:86225,Test,N/A,
a1d41009-bc35-47eb-aaaa-198e81fb4d21,DETERMINACIÓN DE ANTICUERPOS ANTI DNA DE CADENA SIMPLE,SES Lab:86226,Test,N/A,
a4dd22d2-7983-496f-af7f-ccf26dfb5fd5,DETERMINACIÓN DE ANTICUERPOS CONTRA ANTÍGENO NUCLEAR EXTRAÍBLE,SES Lab:86235,Test,N/A,
2fa81eb4-eea1-42f2-8989-f6100e63f892,ANCA,SES Lab:86256,Test,N/A,
1ebaeb79-0955-404b-b657-420a4416884a,INMUNOENSAYO CUANTITATIVO PARA OTROS ANTÍGENOS,SES Lab:86316,Test,N/A,
a01f600f-01c9-4d58-b98a-24453de11f1d,INMUNOENSAYO PARA ANTICUERPOS DE AGENTES INFECCIOSOS,SES Lab:86318,Test,N/A,
a67b3349-eaa4-4b5b-ab5c-03f20209b738,INMUNOFIJACIÓN,SES Lab:86319,Test,N/A,
bb4f22da-1bd0-4dfb-9a99-fe5a69a89d15,INMUNOELECTROFORESIS DE SUERO,SES Lab:86320,Test,N/A,
f05ef189-af8e-4b42-9deb-eb8d3b0956b1,"INMUNOELECTROFORESIS Y CONCENTRACIÓN DE OTROS LÍQUIDOS (ORINA, LCR)",SES Lab:86325,Test,N/A,
aced8f5d-f675-44dc-b966-89769cf1bf57,ANÁLISIS DE COMPLEJOS INMUNES,SES Lab:86332,Test,N/A,
404c162b-6d9e-45cf-a9e8-4e89fee95af7,DETERMINACIÓN DE ANTICUERPOS CONTRA LA INSULINA,SES Lab:86337,Test,N/A,
cc856472-3389-4ecf-85da-08a58f0f1846,"LINFOCITOS T, RECUENTO TOTAL",SES Lab:86359,Test,N/A,
bf20570a-08b5-4f30-abdb-3db298ac3329,"LINFOCITOS T, RECUENTO ABSOLUTO DE CD4 Y CD8",SES Lab:86360,Test,N/A,
0dee048d-7248-4f72-8e68-3e6afa6252aa,"LINFOCITOS T, RECUENTO ABSOLUTO DE CD4",SES Lab:86361,Test,N/A,
899c94e3-10b7-45cf-b65e-d459144af275,FACTOR REUMATOIDEO CUALITATIVO,SES Lab:86430,Test,N/A,
93e2aa68-13f1-42ba-9831-9f74bc96f3c1,PRUEBA CUTÁNEA PARA ANTÍGENO ESPECÍFICO,SES Lab:86486,Test,N/A,
1e32a569-eacf-48af-a21f-4b5b07b803a1,PRUEBA INTRADÉRMICA  PARA TBC (PPD),SES Lab:86580,Test,N/A,
35aaba65-b0af-42a2-9b93-6a1f6f924314,ESTREPTOCOCO BETA HEMOLÍTICO (PRUEBA RÁPIDA),SES Lab:86588,Test,N/A,
d05aa74a-aefa-446c-b445-ea615283218f,"PRUEBA DE SÍFILIS CUALITATIVA (VDRL, RPR)",SES Lab:86592,Test,N/A,
59bef746-bbdf-4062-ad05-3b5298485da5,DETECCIÓN DE ANCITUERPOS PARA ADENOVIRUS,SES Lab:86603,Test,N/A,
43800542-6d11-479d-9d1d-1a1cd5c73e76,DETECCIÓN DE ANTICUERPOS PARA ASPERGILUS,SES Lab:86606,Test,N/A,
59d2e6fc-76d7-4749-8bb6-745a0a577d5c,DETECCIÓN DE ANTICUERPOS A BARTONELLA,SES Lab:86611,Test,N/A,
59c87230-cac0-41c8-997a-e398192e2f41,DETERMINACIÓN DE ANTICUERPOS PARA BRUCELLA,SES Lab:86622,Test,N/A,
5e69b529-1458-4a6d-8b23-442c6bbd3c4c,DETECCIÓN DE ANTICUERPOS PARA CANDIDA,SES Lab:86628,Test,N/A,
3e5cc030-115e-48f2-8567-f93be89a9ff3,SEROLOGÍA PARA CHLAMYDIA,SES Lab:86631,Test,N/A,
12f99b37-d9fc-4e4b-aea5-84df3307dfbe,ANTICUERPOS PARA CITOMEGALOVIRUS,SES Lab:86644,Test,N/A,
5d8711b6-8627-4984-b178-07eab0ab45c0,ANTICUERPOS PARA CITOMEGALOVIRUS IGM,SES Lab:86645,Test,N/A,
b26419a7-ed87-440f-a73d-02a4d491aa99,DETECCIÓN DE ANTICUERPOS PARA ECHOVIRUS,SES Lab:86658,Test,N/A,
0bbe2e2e-d221-4fb4-a480-4f6ef985bfce,DETECCIÓN DE ANTICUERPOS PARA ANTÍGENO NUCLEAR DEL VIRUS EPSTEIN BARR,SES Lab:86664,Test,N/A,
40a3b85a-c5f2-48fb-ac5c-a36255de5c45,DETECCIÓN DE ANTICUERPOS PARA ANTÍGENO DE CÁPSIDE DEL VIRUS EPSTEIN BARR,SES Lab:86665,Test,N/A,
0e631ab8-f3ff-436f-b989-2a4e816b277c,ELISA HELICOBACTER PYLORI,SES Lab:86677,Test,N/A,
3174889b-2f5a-4350-ac17-2b09ba6f181c,DETECCIÓN DE ANTICUERPOS PARA HTLV-I,SES Lab:86687,Test,N/A,
81530191-108e-4e9b-beb8-d087b944089b,IDENTIFICACIÓN DE ANTICUERPO ANTI VIH 1-2 PRUEBA CONFIRMATORIA (WESTERN BLOT),SES Lab:86689,Test,N/A,
2afd6d82-2040-4d14-8381-8a969438a3f0,"ANTICUERPOS PARA HERPES SIMPLE, TIPO 1",SES Lab:86695,Test,N/A,
9684824a-9681-44ad-b9cb-919b3db741ec,DETECCIÓN DE ANTICUERPOS PARA HISTOPLASMA,SES Lab:86698,Test,N/A,
9cdbf510-dcfa-438f-bfef-b6b2c68f1ae6,DETECCIÓN DE ANTICUERPOS PARA HIV-1 / HIV -2,SES Lab:86701,Test,N/A,
1bd2f8d0-18e8-4ff7-9f0a-ad67f0f4018a,DETECCIÓN SEMICUANTITATIVA DE ANTICUERPOS PARA HIV-2,SES Lab:86702,Test,N/A,
8901e5fa-8b20-4d11-a033-1abedfa5fbda,ELISA O PRUEBA RÁPIDA PARA HIV-1 Y HIV-2,SES Lab:86703,Test,N/A,
b90c2319-938c-453d-b344-42c4601902ed,DETECCIÓN DE ANTICUERPOS TOTALES PARA NÚCLEO DE VIRUS DE HEPATITIS B (TOTAL ANTI-HBCORE),SES Lab:86704,Test,N/A,
f310f6f6-f70e-4ad1-9115-967a009d3a3e,DETECCIÓN DE ANTICUERPOS ANTI-CORE IGM PARA NÚCLEO DE VIRUS DE HEPATITIS B,SES Lab:86705,Test,N/A,
a30161d8-b360-4334-8b5b-115ca6222330,DETECCIÓN DE ANTICUERPOS PARA ANTIGENO DE SUPERFICIE HEPATITIS B (HBS-AG),SES Lab:86706,Test,N/A,
6b27d5d1-0968-4a14-a554-2770a8d90a4e,DETECCIÓN DE ANTICUERPOS E DE HEPATITIS B (HBEAB),SES Lab:86707,Test,N/A,
386537eb-933d-42fb-a88d-b00eb7853bba,DETERMINACIÓN DE ANTICUERPOS PARA HEPATITIS A,SES Lab:86708,Test,N/A,
042d9927-6c51-45b8-a653-03d1860bf180,DETECCIÓN DE ANTICUERPOS IGM PARA VIRUS DE HEPATITIS A,SES Lab:86709,Test,N/A,
a358d43e-126f-4fc8-8f39-cc1d7cbf38a0,DETECCIÓN DE ANTICUERPOS PARA VIRUS INFLUENZA,SES Lab:86710,Test,N/A,
398d6872-a77e-4f79-969f-3c6b1c7adfa2,DETERMINACIÓN DE ANTICUERPOS PARA MYCOPLASMA,SES Lab:86738,Test,N/A,
23264295-ce3c-4caf-a12e-53d5e40cf4a7,ANTICUERPOS PARA PARVOVIRUS,SES Lab:86747,Test,N/A,
0411b0c8-151e-4d26-9d5d-ba1d4f543672,DETERMINACIÓN DE ANTICUERPOS PARA RUBÉOLA,SES Lab:86762,Test,N/A,
330a8988-9432-41f6-924c-b94fe4f37331,ANTICUERPOS PARA RUBÉOLA (SARAMPIÓN),SES Lab:86765,Test,N/A,
c07ebae0-5589-4b28-9288-b0a600120a8e,DETECCIÓN PARA ANTICUERPOS CONTRA SALMONELLA,SES Lab:86768,Test,N/A,
a216a860-9bb2-400d-a060-05156210ca6f,ANTICUERPOS PARA TOXOPLASMA,SES Lab:86777,Test,N/A,
c8f42d0b-1364-4e9b-83d7-66dd5453274d,ANTICUERPOS PARA TOXOPLASMA IGM,SES Lab:86778,Test,N/A,
f3bb4e45-f582-49ef-86c9-f790d4912385,PRUEBA ESPECÍFICA DE TREPONEMA PALLIDUM (EJ FTA),SES Lab:86780,Test,N/A,
95dca8fb-9672-416e-9d5a-8c82b1eb1f97,PRUEBA DE CONFIRMACIÓN DE ANTICUERPOS PARA TREPONEMA PALLIDUM,SES Lab:86781,Test,N/A,
5588b53b-f30e-4928-8677-a4e459ea2a45,DETERMINACIÓN DE ANTICUERPOS PARA VIRUS VARICELA ZOSTER,SES Lab:86787,Test,N/A,
23f0c7a4-0f72-45b6-85af-bd4728d91f52,"PRUEBA DE ANTICUERPO PARA VIRUS NO ESPECIFICADO (EJ. ELISA FIEBRE AMARILLA, TORCH)",SES Lab:86790,Test,N/A,
692cccba-47ac-4ab5-a440-fc7a3311d6fe,DETERMINACIÓN DE ANTICUERPOS PARA YERSINIA,SES Lab:86793,Test,N/A,
749de556-74c6-4267-999b-08db80790888,ANTICUERPOS ANTITIROIDEOS,SES Lab:86800,Test,N/A,
cc14b5ba-ee21-4306-85c0-62013318355e,DETERMINACIÓN DE ANTICUERPOS PARA HEPATITIS C,SES Lab:86803,Test,N/A,
dd2c40be-745a-4236-b524-2fd79eaf5f08,"ANÁLISIS DE LINFOCITOTOXICIDAD, PRUEBA CRUZADA VISUAL, CON TITULACIÓN - CROSSMATCH",SES Lab:86805,Test,N/A,
90f75688-ebad-4b2f-bba9-b32501360cd9,"TAMIZAJE EN SUERO DE ANTICUERPOS CITOTOXICOS (PRA), MÉTODO ESTANDAR",SES Lab:86807,Test,N/A,
cb56c086-3da8-4fd0-8bac-cbbf9d8fdd1f,HLA B27,SES Lab:86812,Test,N/A,
a08a2223-2785-4b73-8e88-24f73882d571,"ANTICUERPO A ANTÍGENOS DE LEUCOCITOS HUMANOS (HLA), ENSAYOS DE FASE SÓLIDA , PANEL CUALITATIVO DE ALTA DEFINICIÓN PARA LA IDENTIFICACIÓN DE ESPECIFICIDADES DE ANTICUERPOS, HLA CLASE I",SES Lab:86832,Test,N/A,
c43d296f-eeaf-449c-a28d-1f1214415923,"ANTICUERPO A ANTÍGENOS DE LEUCOCITOS HUMANOS (HLA), ENSAYOS DE FASE SÓLIDA , PANEL CUALITATIVO DE ALTA DEFINICIÓN PARA LA IDENTIFICACIÓN DE ESPECIFICIDADES DE ANTICUERPOS , HLA CLASE II",SES Lab:86833,Test,N/A,
5e3a71ba-a254-4910-b41e-e6a531f2c110,"TEST DE COOMBS DIRECTO, CADA ANTISUERO",SES Lab:86880,Test,N/A,
2e264fac-f281-49b8-96d7-486b1f48ca99,"TEST DE COOMBS INDIRECTO, CADA GLÓBULO ROJO REACTIVO",SES Lab:86885,Test,N/A,
dc010053-0cc7-42ad-8edd-22ecb32f2558,"TEST DE COOMBS INDIRECTO, CADA TÍTULO DE ANTICUERPOS",SES Lab:86886,Test,N/A,
957144e7-f6ad-4af5-acf0-48d25c1a2baf,"OBTENCIÓN, PROCESADO Y ALMACENAMIENTO DE SANGRE O COMPONENTE AUTÓLOGO",SES Lab:86890,Test,N/A,
16d76a0b-90ff-430c-bc9d-26fcad62ec95,GRUPO SANGUÍNEO,SES Lab:86900,Test,N/A,
901d8783-3c2f-4df9-85df-2fb5140956df,FACTOR RH,SES Lab:86901,Test,N/A,
c1741340-0965-4f2a-8c85-9c1c90d9803a,TIPIFICACIÓN COMPLETA FENOTIPO RH,SES Lab:86906,Test,N/A,
fca9ee5e-85f5-415f-9a66-9652d8902877,CELULAS PROGENITORAS,SES Lab:86917,Test,N/A,
d450625b-04f8-4d20-a1bb-f43f5f60184a,PRUEBAS CRUZADAS,SES Lab:86920,Test,N/A,
77885bb7-4119-41c0-b1ec-5edb7cbf4026,"PRUEBA DE COMPATIBILIDAD PARA CADA UNIDAD, TÉCNICA DE ANTIGLOBULINA",SES Lab:86922,Test,N/A,
4a1a26d2-39c0-4c70-9a42-c12242814764,BANCO DE SANGRE: LEUCOFERESIS,SES Lab:86924,Test,N/A,
54255812-2d90-4cba-828d-633afd508ffe,DETECCIÓN DE AGENTES INFECCIOSOS POR CONCENTRACIÓN,SES Lab:87015,Test,N/A,
4f3c992c-0cde-42f3-9944-f6615ce42e88,HEMOCULTIVO,SES Lab:87040,Test,N/A,
eccb49c5-756b-4b02-93bf-1ec868c223a8,COPROCULTIVO,SES Lab:87045,Test,N/A,
6abc35f4-1d57-4ddf-8754-b2781c7f134d,MIELOCULTIVO,SES Lab:87046,Test,N/A,
521f3200-1bbd-4986-9938-6ba8b65be6c8,"CULTIVO BACTERIANO (NO SANGRE, ORINA NI HECES)",SES Lab:87070,Test,N/A,
a687a440-3b34-41d7-9d27-44709d7f94b0,UROCULTIVO CON RECUENTO DE COLONIAS,SES Lab:87086,Test,N/A,
3828d7a3-85cc-42aa-bb53-4b4cfcafd1d0,UROCULTIVO Y ANTIBIOGRAMA,SES Lab:87087,Test,N/A,
f21a5388-ebb0-4632-bfce-91c194edc2ba,"CULTIVO PARA HONGOS A PARTIR DE PIEL, CABELLO O UÑAS",SES Lab:87101,Test,N/A,
6474cfb2-e318-4372-b8e0-66fbbd4c3ae3,CULTIVO DE HONGOS,SES Lab:87102,Test,N/A,
33a36e8a-348f-459a-a509-057c5aeea328,BACILOSCOPÍA: BK,SES Lab:87115,Test,N/A,
735e876a-5937-4e07-b88d-fe25ea652a3c,CULTIVO PARA MICOBACTERIA,SES Lab:87116,Test,N/A,
61e559bb-6959-4af2-bab6-4e191b39fe0c,CUTIVO PARA ANAERÓBICOS,SES Lab:87161,Test,N/A,
ed4ea56d-17eb-4c28-8a67-256c6ac22c4a,TEST DE GRAHAM,SES Lab:87172,Test,N/A,
4479f2e3-14f5-49cb-9fe9-571412dae8d5,EXAMEN DE PARÁSITOS Y HUEVOS POR FROTIS DIRECTO (3 MUESTRAS),SES Lab:87177,Test,N/A,
372df7b8-ccf3-4566-914a-320f36525561,EXAMEN COPROLÓGICO FUNCIONAL,SES Lab:87179,Test,N/A,
cf5d8ac8-1c63-488b-99b8-f64e46517216,PARASITOLÓGICO - SEDIMENTACIÓN EN COPA,SES Lab:87180,Test,N/A,
fba69ce1-2bcb-48d6-b449-8eb3ba25ca4a,PRUEBA DE SENSIBILIDAD,SES Lab:87184,Test,N/A,
74746c75-f350-4d21-a22f-6aa798e7e7df,PRUEBA SE SUSCEPTIBILIDAD DE M. TUBERCULOSIS,SES Lab:87190,Test,N/A,
9e1e14eb-2bb0-4f35-bd5a-5957fda9e65a,GRAM O GIEMSA DE FUENTE PRIMARIA,SES Lab:87205,Test,N/A,
42d809a7-5901-4176-b4e2-42512da20094,TINCIÓN FLUORESCENTE O ACIDO RESISTENTE (P. EJ. BK),SES Lab:87206,Test,N/A,
097206a1-a59d-42ef-8486-3c1291a7c22e,FROTIS CON TINCIÓN ESPECIAL PARA CUERPOS DE INCLUSIÓN O PARÁSITOS (GOTA GRUESA),SES Lab:87207,Test,N/A,
4d2bcc47-9a7f-47e7-b83d-ee6861b88956,TINCIÓN ESPECIAL COMPLEJA PARA HUEVOS Y PARÁSITOS,SES Lab:87209,Test,N/A,
ea260a29-dc65-480d-8594-25d0b80cd0f8,EXTENDIDO DE FUENTE PRIMARIA (EXAMEN EN FRESCO),SES Lab:87210,Test,N/A,
b4fa57b1-2f1d-4d41-a05a-de40b7f53f09,"EXAMEN DE PIEL, CABELLO O UÑAS PARA EXAMINAR HUEVOS O LARVAS DE ECTOPARÁSITOS (KOH)",SES Lab:87220,Test,N/A,
c66a8840-8651-446e-8de6-44044d0f04ac,CULTIVO DE TEJIDOS PARA ANÁLISIS DE TOXINAS (ENSAYO DE TOXINAS O ANTITOXINAS MEDIANTE CULTIVO DE TEJIDOS),SES Lab:87230,Test,N/A,
f236148e-5756-49ea-9613-46d85566cc38,"AISLAMIENTO VIRAL POR INOCULACIÓN EN HUEVOS O ANIMALES PEQUEÑOS, INCLUYE OBSERVACIÓN Y DISECCIÓN",SES Lab:87250,Test,N/A,
dc0a5303-1921-4dfe-a9fd-4be4f27e0b54,AISLAMIENTO CON TÉCNICA DE SHELL VIAL,SES Lab:87254,Test,N/A,
3d783970-1a17-4e0c-8a0d-c1c2aa86b5fe,DETECCIÓN DE ANTÍGENO DE CRYPTOSPORIDIUM POR INMUNOFLUORESCENCIA,SES Lab:87272,Test,N/A,
c8a79356-0cf2-4ff9-97ab-d9904d25c360,DETECCIÓN DE ANTÍGENO DE HERPES SIMPLE TIPO 1 POR INMUNOFLUORESCENCIA,SES Lab:87274,Test,N/A,
82aa83da-387b-4350-984f-f6871bbb2839,DETECCIÓN DE ANTÍGENO DE VIRUS INFLUENZA A POR INMUNOFLUORESCENCIA,SES Lab:87276,Test,N/A,
bfd163d6-ad59-43d9-958a-3473bcdf8036,INMUNOFLUORESCENCIA VSR,SES Lab:87280,Test,N/A,
09f7b1a9-2c46-477f-8178-aed53a58e25c,DETECCIÓN DE ANTÍGENO DE TREPONEMA PALLIDUM POR INMUNOFLUORESCENCIA,SES Lab:87285,Test,N/A,
67fd7f3d-b80f-4608-8f02-85366d6f77a6,DETECCIÓN DE AGENTE INFECCIOSO POR INMUNOFLUORESCENCIA DIRECTA,SES Lab:87299,Test,N/A,
e1fb7acf-7738-477b-b3bd-fbc512c0cb52,"DETECCIÓN DE ANTÍGENO POR TÉCNICA DE INMUNOFLUORESCENCIA, POLIVALENTE PARA MÚLTIPLES ORGANISMOS, CADA ANTISUERO POLIVALENTE - IFI VIRAL",SES Lab:87300,Test,N/A,
9b5f630c-b834-4036-b4f1-a478440b6584,DETECCIÓN DE CHLAMYDIA TRACHOMATIS,SES Lab:87320,Test,N/A,
04a926c0-be18-49ba-98cc-e8b20529423f,DETECCIÓN DE ANTÍGENO DE SUPERFICIE DE VIRUS DE HEPATITIS B (HBSAG) POR ELISA,SES Lab:87340,Test,N/A,
758932e9-a07b-40fd-97a8-ea94f3a0ee49,DETERMINACIÓN DE HBEAG ANTÍGENO EPSILON,SES Lab:87350,Test,N/A,
7f9bf8aa-de7f-46eb-9b45-f4a5ddadf8c2,HEPATITIS B: AG EPSILON,SES Lab:87351,Test,N/A,
dd42fabd-19e7-4ab1-b355-fbbc1baaa667,CHAGAS ELISA,SES Lab:87445,Test,N/A,
86d13149-2336-4d54-8c1f-c73d566de974,DETECCIÓN DE AGENTE INFECCIOSO POR ELISA,SES Lab:87449,Test,N/A,
